,bill_id,status,cong
236,103_hr2136,0,103
237,103_hr214,0,103
238,103_hr2143,0,103
239,103_hr2144,1,103
240,103_hr2147,0,103
241,103_hr2155,0,103
242,103_hr2170,0,103
243,103_hr2174,0,103
244,103_hr2188,0,103
245,103_hr2191,0,103
246,103_hr2192,0,103
247,103_hr2193,0,103
248,103_hr2198,0,103
249,103_hr2204,0,103
250,103_hr2205,0,103
251,103_hr2207,0,103
252,103_hr2219,0,103
253,103_hr2220,0,103
254,103_hr2224,0,103
255,103_hr2225,0,103
256,103_hr2232,0,103
257,103_hr2239,0,103
258,103_hr2241,0,103
259,103_hr2244,0,103
260,103_hr2259,0,103
261,103_hr2262,0,103
262,103_hr2263,0,103
263,103_hr2273,0,103
264,103_hr2277,0,103
265,103_hr2286,0,103
266,103_hr2289,0,103
267,103_hr2312,0,103
268,103_hr2315,0,103
269,103_hr232,0,103
270,103_hr2320,0,103
271,103_hr2323,0,103
272,103_hr2326,0,103
273,103_hr2328,0,103
274,103_hr2338,0,103
275,103_hr235,0,103
276,103_hr2351,0,103
277,103_hr2352,0,103
278,103_hr2355,0,103
279,103_hr2368,0,103
280,103_hr2380,0,103
281,103_hr239,1,103
282,103_hr2396,0,103
283,103_hr2406,0,103
284,103_hr241,0,103
285,103_hr2424,0,103
286,103_hr2433,0,103
287,103_hr2440,1,103
288,103_hr2449,0,103
289,103_hr2453,0,103
290,103_hr2454,0,103
291,103_hr2459,0,103
292,103_hr2462,0,103
293,103_hr2468,0,103
294,103_hr247,0,103
295,103_hr2472,0,103
296,103_hr2474,0,103
297,103_hr2480,0,103
298,103_hr250,0,103
299,103_hr2500,0,103
300,103_hr251,0,103
301,103_hr2513,0,103
302,103_hr2516,0,103
303,103_hr252,0,103
304,103_hr2522,0,103
305,103_hr2525,0,103
306,103_hr2529,0,103
307,103_hr2535,1,103
308,103_hr2540,0,103
309,103_hr255,0,103
310,103_hr256,0,103
311,103_hr2560,0,103
312,103_hr2566,0,103
313,103_hr257,0,103
314,103_hr2574,0,103
315,103_hr2584,0,103
316,103_hr2589,0,103
317,103_hr2597,0,103
318,103_hr26,0,103
319,103_hr2604,0,103
320,103_hr2609,0,103
321,103_hr2619,0,103
322,103_hr2626,0,103
323,103_hr2632,1,103
324,103_hr2633,0,103
325,103_hr2636,0,103
326,103_hr2640,0,103
327,103_hr2648,0,103
328,103_hr2650,1,103
329,103_hr2662,0,103
330,103_hr2668,0,103
331,103_hr267,0,103
332,103_hr2676,0,103
333,103_hr2679,0,103
334,103_hr268,0,103
335,103_hr2684,0,103
336,103_hr2689,0,103
337,103_hr269,0,103
338,103_hr2695,0,103
339,103_hr27,0,103
340,103_hr270,0,103
341,103_hr2706,0,103
342,103_hr2715,0,103
343,103_hr2719,0,103
344,103_hr2725,0,103
345,103_hr274,0,103
346,103_hr2741,0,103
347,103_hr2749,0,103
348,103_hr2758,0,103
349,103_hr2761,0,103
350,103_hr2764,0,103
351,103_hr2766,0,103
352,103_hr2769,0,103
353,103_hr277,0,103
354,103_hr2789,0,103
355,103_hr2791,0,103
356,103_hr2797,0,103
357,103_hr2808,0,103
358,103_hr2813,0,103
359,103_hr2815,1,103
360,103_hr2819,0,103
361,103_hr282,0,103
362,103_hr2820,0,103
363,103_hr2825,0,103
364,103_hr2834,0,103
365,103_hr2843,0,103
366,103_hr2846,0,103
367,103_hr2848,0,103
368,103_hr2851,0,103
369,103_hr2864,0,103
370,103_hr2866,0,103
371,103_hr289,0,103
372,103_hr2891,0,103
373,103_hr2892,0,103
374,103_hr2893,0,103
375,103_hr2895,0,103
376,103_hr2898,0,103
377,103_hr2899,0,103
378,103_hr29,0,103
379,103_hr2901,0,103
380,103_hr2902,1,103
381,103_hr2904,0,103
382,103_hr291,0,103
383,103_hr2910,0,103
384,103_hr2911,0,103
385,103_hr2912,0,103
386,103_hr2914,0,103
387,103_hr2915,0,103
388,103_hr2916,0,103
389,103_hr2919,0,103
390,103_hr2923,0,103
391,103_hr2928,0,103
392,103_hr293,0,103
393,103_hr2933,0,103
394,103_hr2936,0,103
395,103_hr2938,0,103
396,103_hr2942,1,103
397,103_hr2947,1,103
398,103_hr2952,0,103
399,103_hr2956,0,103
400,103_hr2957,0,103
401,103_hr2960,0,103
402,103_hr2961,0,103
403,103_hr2963,0,103
404,103_hr2972,0,103
405,103_hr2976,0,103
406,103_hr2980,0,103
407,103_hr2987,0,103
408,103_hr2989,0,103
409,103_hr299,0,103
410,103_hr2991,0,103
411,103_hr2994,0,103
412,103_hr3005,0,103
413,103_hr3006,0,103
414,103_hr3009,0,103
415,103_hr301,0,103
416,103_hr3010,0,103
417,103_hr3013,0,103
418,103_hr3019,1,103
419,103_hr3026,0,103
420,103_hr3028,0,103
421,103_hr3037,0,103
422,103_hr3038,0,103
423,103_hr3050,1,103
424,103_hr3058,0,103
425,103_hr3060,0,103
426,103_hr3063,0,103
427,103_hr3065,0,103
428,103_hr3076,0,103
429,103_hr308,0,103
430,103_hr3082,0,103
431,103_hr3083,0,103
432,103_hr3090,0,103
433,103_hr3098,0,103
434,103_hr3099,0,103
435,103_hr31,0,103
436,103_hr3100,0,103
437,103_hr3119,0,103
438,103_hr3125,0,103
439,103_hr3160,0,103
440,103_hr3162,0,103
441,103_hr3167,1,103
442,103_hr3168,0,103
443,103_hr3180,0,103
444,103_hr3184,0,103
445,103_hr32,0,103
446,103_hr321,0,103
447,103_hr3218,0,103
448,103_hr3221,0,103
449,103_hr3232,0,103
450,103_hr324,0,103
451,103_hr3245,0,103
452,103_hr3256,0,103
453,103_hr3258,0,103
454,103_hr3265,0,103
455,103_hr3267,0,103
456,103_hr3268,0,103
457,103_hr3272,0,103
458,103_hr3296,0,103
459,103_hr3300,0,103
460,103_hr3305,0,103
461,103_hr3310,0,103
462,103_hr3313,1,103
463,103_hr3322,0,103
464,103_hr3329,0,103
465,103_hr3332,0,103
466,103_hr3335,0,103
467,103_hr334,0,103
468,103_hr3342,0,103
469,103_hr3349,0,103
470,103_hr3350,0,103
471,103_hr3351,0,103
472,103_hr3352,0,103
473,103_hr3353,0,103
474,103_hr3354,0,103
475,103_hr336,0,103
476,103_hr3360,0,103
477,103_hr3361,0,103
478,103_hr3362,0,103
479,103_hr3365,0,103
480,103_hr337,0,103
481,103_hr3372,0,103
482,103_hr3375,0,103
483,103_hr3379,0,103
484,103_hr3383,0,103
485,103_hr3390,0,103
486,103_hr3394,0,103
487,103_hr3403,0,103
488,103_hr3408,0,103
489,103_hr341,0,103
490,103_hr3410,0,103
491,103_hr3416,0,103
492,103_hr3417,0,103
493,103_hr3421,0,103
494,103_hr3429,0,103
495,103_hr3431,0,103
496,103_hr3434,0,103
497,103_hr3438,0,103
498,103_hr3445,0,103
499,103_hr3446,0,103
500,103_hr3458,0,103
501,103_hr346,0,103
502,103_hr3460,0,103
503,103_hr3464,0,103
504,103_hr3480,0,103
505,103_hr3481,0,103
506,103_hr3482,0,103
507,103_hr3483,0,103
508,103_hr3484,0,103
509,103_hr3498,0,103
510,103_hr3501,0,103
511,103_hr351,0,103
512,103_hr3519,0,103
513,103_hr3529,0,103
514,103_hr3530,0,103
515,103_hr3531,0,103
516,103_hr3534,0,103
517,103_hr3536,0,103
518,103_hr354,0,103
519,103_hr3545,0,103
520,103_hr3553,0,103
521,103_hr3555,0,103
522,103_hr3572,0,103
523,103_hr3575,0,103
524,103_hr3577,0,103
525,103_hr358,0,103
526,103_hr3591,0,103
527,103_hr3592,0,103
528,103_hr3595,0,103
529,103_hr3611,0,103
530,103_hr3612,0,103
531,103_hr3613,0,103
532,103_hr3616,1,103
533,103_hr3627,0,103
534,103_hr3628,0,103
535,103_hr363,0,103
536,103_hr3632,0,103
537,103_hr3633,0,103
538,103_hr364,0,103
539,103_hr3642,0,103
540,103_hr3648,0,103
541,103_hr3649,0,103
542,103_hr365,0,103
543,103_hr3650,0,103
544,103_hr3654,0,103
545,103_hr3655,0,103
546,103_hr3663,0,103
547,103_hr3665,0,103
548,103_hr3666,0,103
549,103_hr3668,0,103
550,103_hr367,0,103
551,103_hr3673,0,103
552,103_hr3675,0,103
553,103_hr3682,0,103
554,103_hr3694,1,103
555,103_hr37,0,103
556,103_hr3706,0,103
557,103_hr3708,0,103
558,103_hr371,0,103
559,103_hr3711,0,103
560,103_hr3712,0,103
561,103_hr3719,0,103
562,103_hr372,0,103
563,103_hr3722,0,103
564,103_hr3728,0,103
565,103_hr3734,0,103
566,103_hr3735,0,103
567,103_hr3736,0,103
568,103_hr3746,0,103
569,103_hr3754,0,103
570,103_hr376,0,103
571,103_hr3767,0,103
572,103_hr3773,0,103
573,103_hr3775,0,103
574,103_hr3780,0,103
575,103_hr3785,0,103
576,103_hr3786,0,103
577,103_hr3793,0,103
578,103_hr3798,0,103
579,103_hr3799,0,103
580,103_hr38,1,103
581,103_hr3810,0,103
582,103_hr3814,0,103
583,103_hr3820,0,103
584,103_hr3821,0,103
585,103_hr3823,0,103
586,103_hr3835,0,103
587,103_hr3843,0,103
588,103_hr3844,0,103
589,103_hr3845,0,103
590,103_hr3853,0,103
591,103_hr3865,0,103
592,103_hr3873,0,103
593,103_hr3874,0,103
594,103_hr3875,0,103
595,103_hr3877,0,103
596,103_hr3878,0,103
597,103_hr3885,0,103
598,103_hr3894,0,103
599,103_hr3897,0,103
600,103_hr3898,0,103
601,103_hr3899,0,103
602,103_hr3912,0,103
603,103_hr3919,0,103
604,103_hr3930,0,103
605,103_hr3941,0,103
606,103_hr3943,0,103
607,103_hr3950,0,103
608,103_hr3956,0,103
609,103_hr3964,0,103
610,103_hr3967,0,103
611,103_hr3974,0,103
612,103_hr3976,0,103
613,103_hr3981,0,103
614,103_hr3987,0,103
615,103_hr3988,0,103
616,103_hr3989,0,103
617,103_hr3990,0,103
618,103_hr3993,0,103
619,103_hr3998,0,103
620,103_hr40,0,103
621,103_hr4006,0,103
622,103_hr4010,0,103
623,103_hr4022,0,103
624,103_hr4027,0,103
625,103_hr4030,0,103
626,103_hr4034,0,103
627,103_hr404,0,103
628,103_hr4042,0,103
629,103_hr405,0,103
630,103_hr4058,0,103
631,103_hr4068,0,103
632,103_hr4073,0,103
633,103_hr4074,0,103
634,103_hr4075,0,103
635,103_hr4077,0,103
636,103_hr4081,0,103
637,103_hr4097,0,103
638,103_hr410,0,103
639,103_hr4104,0,103
640,103_hr4105,0,103
641,103_hr4111,0,103
642,103_hr4112,0,103
643,103_hr4114,0,103
644,103_hr4118,0,103
645,103_hr4119,0,103
646,103_hr4120,0,103
647,103_hr4121,0,103
648,103_hr4129,0,103
649,103_hr4131,0,103
650,103_hr4133,0,103
651,103_hr4138,0,103
652,103_hr4141,0,103
653,103_hr4143,0,103
654,103_hr4153,0,103
655,103_hr4158,0,103
656,103_hr4159,0,103
657,103_hr4163,0,103
658,103_hr4165,0,103
659,103_hr417,0,103
660,103_hr4171,0,103
661,103_hr4175,0,103
662,103_hr4179,0,103
663,103_hr4183,0,103
664,103_hr4185,0,103
665,103_hr4215,0,103
666,103_hr4221,0,103
667,103_hr4222,0,103
668,103_hr4223,0,103
669,103_hr4226,0,103
670,103_hr4229,0,103
671,103_hr4230,1,103
672,103_hr4234,0,103
673,103_hr4238,0,103
674,103_hr4243,0,103
675,103_hr4254,0,103
676,103_hr4261,0,103
677,103_hr4263,0,103
678,103_hr4272,0,103
679,103_hr428,0,103
680,103_hr429,0,103
681,103_hr4290,0,103
682,103_hr4291,0,103
683,103_hr4297,0,103
684,103_hr43,0,103
685,103_hr4304,0,103
686,103_hr4305,0,103
687,103_hr4308,1,103
688,103_hr4312,0,103
689,103_hr4316,0,103
690,103_hr4320,0,103
691,103_hr4324,0,103
692,103_hr433,0,103
693,103_hr4332,0,103
694,103_hr4360,0,103
695,103_hr4367,0,103
696,103_hr4372,0,103
697,103_hr4379,1,103
698,103_hr4384,0,103
699,103_hr4390,0,103
700,103_hr4393,0,103
701,103_hr4400,0,103
702,103_hr4402,0,103
703,103_hr4408,0,103
704,103_hr4415,0,103
705,103_hr4440,0,103
706,103_hr4444,0,103
707,103_hr4445,0,103
708,103_hr4448,0,103
709,103_hr4458,0,103
710,103_hr4461,0,103
711,103_hr4463,0,103
712,103_hr4464,0,103
713,103_hr4465,0,103
714,103_hr4470,0,103
715,103_hr4476,0,103
716,103_hr4477,0,103
717,103_hr4491,0,103
718,103_hr4496,0,103
719,103_hr4498,0,103
720,103_hr4502,0,103
721,103_hr4505,0,103
722,103_hr4510,0,103
723,103_hr4511,0,103
724,103_hr4512,0,103
725,103_hr4522,0,103
726,103_hr4526,0,103
727,103_hr453,0,103
728,103_hr4534,0,103
729,103_hr4535,1,103
730,103_hr454,0,103
731,103_hr4541,0,103
732,103_hr4542,0,103
733,103_hr4548,0,103
734,103_hr4557,0,103
735,103_hr4564,0,103
736,103_hr4569,1,103
737,103_hr4579,0,103
738,103_hr458,0,103
739,103_hr4588,0,103
740,103_hr4590,0,103
741,103_hr4600,0,103
742,103_hr4604,0,103
743,103_hr4609,0,103
744,103_hr461,0,103
745,103_hr4618,0,103
746,103_hr4648,0,103
747,103_hr4653,1,103
748,103_hr4664,0,103
749,103_hr4669,0,103
750,103_hr467,0,103
751,103_hr4673,0,103
752,103_hr4682,0,103
753,103_hr4686,0,103
754,103_hr4691,0,103
755,103_hr4692,0,103
756,103_hr4695,0,103
757,103_hr4699,0,103
758,103_hr470,0,103
759,103_hr4704,0,103
760,103_hr4706,0,103
761,103_hr4711,0,103
762,103_hr4716,0,103
763,103_hr4720,0,103
764,103_hr4725,0,103
765,103_hr4737,0,103
766,103_hr4741,0,103
767,103_hr4742,0,103
768,103_hr475,0,103
769,103_hr4753,0,103
770,103_hr4754,0,103
771,103_hr4759,0,103
772,103_hr4771,0,103
773,103_hr4784,0,103
774,103_hr4789,0,103
775,103_hr4795,0,103
776,103_hr48,0,103
777,103_hr4803,0,103
778,103_hr4806,0,103
779,103_hr4809,0,103
780,103_hr4810,0,103
781,103_hr4817,0,103
782,103_hr4823,0,103
783,103_hr4828,0,103
784,103_hr4829,0,103
785,103_hr483,0,103
786,103_hr4831,0,103
787,103_hr484,0,103
788,103_hr4847,0,103
789,103_hr485,0,103
790,103_hr4850,0,103
791,103_hr4853,0,103
792,103_hr4858,0,103
793,103_hr4860,0,103
794,103_hr4868,0,103
795,103_hr4877,0,103
796,103_hr4888,0,103
797,103_hr489,0,103
798,103_hr4891,0,103
799,103_hr4892,0,103
800,103_hr4894,0,103
801,103_hr4897,0,103
802,103_hr4898,0,103
803,103_hr4899,0,103
804,103_hr490,1,103
805,103_hr4902,0,103
806,103_hr4907,0,103
807,103_hr4914,0,103
808,103_hr4917,0,103
809,103_hr4924,1,103
810,103_hr4928,0,103
811,103_hr4931,0,103
812,103_hr4944,0,103
813,103_hr4949,0,103
814,103_hr4959,0,103
815,103_hr4962,0,103
816,103_hr4964,0,103
817,103_hr4971,0,103
818,103_hr498,0,103
819,103_hr4981,0,103
820,103_hr4984,0,103
821,103_hr4988,0,103
822,103_hr4994,0,103
823,103_hr4998,0,103
824,103_hr5005,0,103
825,103_hr5007,0,103
826,103_hr5011,0,103
827,103_hr5023,0,103
828,103_hr5024,0,103
829,103_hr5030,0,103
830,103_hr5034,1,103
831,103_hr5037,0,103
832,103_hr504,0,103
833,103_hr5042,0,103
834,103_hr5048,0,103
835,103_hr5049,0,103
836,103_hr505,0,103
837,103_hr5054,0,103
838,103_hr5061,0,103
839,103_hr5076,0,103
840,103_hr5077,0,103
841,103_hr5083,0,103
842,103_hr5089,0,103
843,103_hr509,0,103
844,103_hr5091,0,103
845,103_hr5098,0,103
846,103_hr510,0,103
847,103_hr5106,0,103
848,103_hr511,0,103
849,103_hr5113,0,103
850,103_hr512,1,103
851,103_hr5129,0,103
852,103_hr5130,0,103
853,103_hr5136,0,103
854,103_hr5139,0,103
855,103_hr5140,0,103
856,103_hr5146,0,103
857,103_hr515,0,103
858,103_hr5159,0,103
859,103_hr5162,0,103
860,103_hr5168,0,103
861,103_hr5172,0,103
862,103_hr5179,0,103
863,103_hr5192,0,103
864,103_hr5193,0,103
865,103_hr5194,0,103
866,103_hr5199,0,103
867,103_hr520,0,103
868,103_hr5201,0,103
869,103_hr5202,0,103
870,103_hr5203,0,103
871,103_hr5204,0,103
872,103_hr5209,0,103
873,103_hr521,0,103
874,103_hr522,0,103
875,103_hr5221,0,103
876,103_hr5222,0,103
877,103_hr5230,0,103
878,103_hr5232,0,103
879,103_hr5234,0,103
880,103_hr524,0,103
881,103_hr5245,0,103
882,103_hr5246,1,103
883,103_hr5247,0,103
884,103_hr5249,0,103
885,103_hr5253,0,103
886,103_hr5255,0,103
887,103_hr5267,0,103
888,103_hr5272,0,103
889,103_hr5273,0,103
890,103_hr5282,0,103
891,103_hr529,0,103
892,103_hr5299,0,103
893,103_hr53,0,103
894,103_hr5306,0,103
895,103_hr5307,0,103
896,103_hr5308,0,103
897,103_hr536,0,103
898,103_hr544,0,103
899,103_hr556,0,103
900,103_hr560,0,103
901,103_hr565,0,103
902,103_hr567,0,103
903,103_hr568,0,103
904,103_hr57,0,103
905,103_hr571,0,103
906,103_hr574,0,103
907,103_hr575,0,103
908,103_hr58,0,103
909,103_hr584,0,103
910,103_hr592,0,103
911,103_hr597,0,103
912,103_hr599,0,103
913,103_hr60,0,103
914,103_hr601,0,103
915,103_hr611,0,103
916,103_hr615,0,103
917,103_hr622,0,103
918,103_hr624,0,103
919,103_hr629,0,103
920,103_hr63,1,103
921,103_hr632,0,103
922,103_hr633,0,103
923,103_hr634,0,103
924,103_hr653,0,103
925,103_hr656,0,103
926,103_hr659,0,103
927,103_hr661,0,103
928,103_hr664,0,103
929,103_hr665,0,103
930,103_hr670,0,103
931,103_hr671,0,103
932,103_hr674,0,103
933,103_hr675,0,103
934,103_hr677,0,103
935,103_hr681,0,103
936,103_hr689,0,103
937,103_hr695,0,103
938,103_hr698,1,103
939,103_hr71,0,103
940,103_hr721,0,103
941,103_hr722,0,103
942,103_hr725,0,103
943,103_hr728,0,103
944,103_hr73,0,103
945,103_hr730,0,103
946,103_hr733,0,103
947,103_hr737,0,103
948,103_hr743,0,103
949,103_hr762,0,103
950,103_hr763,0,103
951,103_hr764,0,103
952,103_hr775,0,103
953,103_hr776,0,103
954,103_hr777,0,103
955,103_hr778,0,103
956,103_hr792,0,103
957,103_hr796,0,103
958,103_hr80,0,103
959,103_hr803,0,103
960,103_hr805,0,103
961,103_hr812,0,103
962,103_hr82,0,103
963,103_hr822,0,103
964,103_hr824,0,103
965,103_hr825,0,103
966,103_hr84,0,103
967,103_hr840,0,103
968,103_hr854,0,103
969,103_hr862,0,103
970,103_hr863,0,103
971,103_hr868,1,103
972,103_hr869,0,103
973,103_hr873,1,103
974,103_hr875,0,103
975,103_hr877,0,103
976,103_hr878,0,103
977,103_hr881,0,103
978,103_hr890,1,103
979,103_hr899,0,103
980,103_hr90,0,103
981,103_hr903,0,103
982,103_hr908,0,103
983,103_hr91,0,103
984,103_hr912,0,103
985,103_hr916,0,103
986,103_hr917,0,103
987,103_hr921,0,103
988,103_hr923,0,103
989,103_hr926,0,103
990,103_hr929,0,103
991,103_hr945,0,103
992,103_hr947,0,103
993,103_hr948,0,103
994,103_hr949,0,103
995,103_hr950,0,103
996,103_hr958,0,103
997,103_hr963,0,103
998,103_hr965,1,103
999,103_hr969,0,103
1000,103_hr972,0,103
1001,103_hr975,0,103
1002,103_hr981,0,103
1003,103_hr982,0,103
1004,103_hr996,0,103
1005,103_s1001,0,103
1006,103_s1011,0,103
1007,103_s1013,0,103
1008,103_s1016,0,103
1009,103_s1025,0,103
1010,103_s1033,0,103
1011,103_s104,0,103
1012,103_s1041,0,103
1013,103_s1042,0,103
1014,103_s1044,0,103
1015,103_s1049,0,103
1016,103_s1060,0,103
1017,103_s1068,0,103
1018,103_s1069,0,103
1019,103_s107,0,103
1020,103_s1072,0,103
1021,103_s1078,0,103
1022,103_s1081,0,103
1023,103_s1088,0,103
1024,103_s1108,0,103
1025,103_s111,0,103
1026,103_s1112,0,103
1027,103_s1123,0,103
1028,103_s1133,0,103
1029,103_s1135,0,103
1030,103_s1138,0,103
1031,103_s1142,0,103
1032,103_s1144,0,103
1033,103_s1149,0,103
1034,103_s1151,0,103
1035,103_s1152,0,103
1036,103_s1157,0,103
1037,103_s1158,0,103
1038,103_s1159,0,103
1039,103_s1161,0,103
1040,103_s1172,0,103
1041,103_s1187,0,103
1042,103_s1193,0,103
1043,103_s12,0,103
1044,103_s1204,0,103
1045,103_s1208,0,103
1046,103_s1217,0,103
1047,103_s1218,0,103
1048,103_s1222,0,103
1049,103_s1224,0,103
1050,103_s1225,1,103
1051,103_s1231,0,103
1052,103_s1232,0,103
1053,103_s1248,0,103
1054,103_s1249,0,103
1055,103_s1252,0,103
1056,103_s1259,0,103
1057,103_s1266,0,103
1058,103_s1269,0,103
1059,103_s1270,0,103
1060,103_s1274,1,103
1061,103_s1276,0,103
1062,103_s1279,0,103
1063,103_s129,0,103
1064,103_s1297,0,103
1065,103_s13,0,103
1066,103_s1309,0,103
1067,103_s1310,0,103
1068,103_s1320,0,103
1069,103_s1332,0,103
1070,103_s1340,0,103
1071,103_s1345,0,103
1072,103_s1363,0,103
1073,103_s1364,0,103
1074,103_s1367,0,103
1075,103_s137,0,103
1076,103_s1398,0,103
1077,103_s1401,0,103
1078,103_s1413,0,103
1079,103_s1419,0,103
1080,103_s1420,0,103
1081,103_s1423,0,103
1082,103_s1428,0,103
1083,103_s1429,0,103
1084,103_s143,0,103
1085,103_s1431,0,103
1086,103_s1432,0,103
1087,103_s1439,0,103
1088,103_s1445,0,103
1089,103_s1462,0,103
